STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,YTD_SNOW,SNOW_PCT,TAVG,TMAX,TMIN
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100215,40,8,25.5,39.2,11.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100216,40.9,8,25.7,39.4,12
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100217,41.8,8,26,39.7,12.3
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100218,42.8,8,26.2,39.9,12.5
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100219,43.8,8,26.4,40.1,12.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100220,44.8,8,26.7,40.3,13.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100221,45.8,8,27,40.6,13.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100222,46.8,8,27.2,40.8,13.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100223,47.8,8,27.5,41,13.9
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100224,48.8,8,27.7,41.3,14.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100225,49.9,8,28,41.5,14.5
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100226,50.9,8,28.3,41.7,14.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100227,51.9,8,28.6,42,15.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100228,52.9,8,28.8,42.2,15.5
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100301,53.9,8,29.1,42.4,15.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100302,54.9,8,29.4,42.7,16.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100303,55.9,8,29.6,42.9,16.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100304,56.9,8,29.9,43.1,16.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100305,57.9,8,30.2,43.4,17
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100306,58.9,8,30.4,43.6,17.3
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100307,59.8,7,30.7,43.8,17.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100308,60.7,7,30.9,44,17.9
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100309,61.6,7,31.2,44.2,18.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100310,62.5,7,31.4,44.5,18.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100311,63.4,7,31.7,44.7,18.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100312,64.3,7,31.9,44.9,19
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100313,65.2,7,32.2,45.1,19.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100314,66.1,7,32.4,45.3,19.5
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100315,67.1,6,32.6,45.5,19.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100316,68,6,32.8,45.7,20
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100317,69,6,33,45.9,20.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100318,70,6,33.3,46.1,20.5
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100319,70.9,6,33.5,46.2,20.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100320,71.8,6,33.7,46.4,20.9
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100321,72.7,6,33.9,46.6,21.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100322,73.6,6,34.1,46.8,21.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100323,74.5,5,34.3,47,21.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100324,75.4,5,34.5,47.2,21.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100325,76.3,5,34.7,47.4,22
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100326,77.1,5,34.9,47.6,22.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100327,78,5,35.1,47.8,22.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100328,78.9,5,35.3,48,22.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100329,79.8,5,35.5,48.2,22.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100330,80.7,5,35.7,48.4,23
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100331,81.6,4,35.9,48.6,23.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100401,82.4,4,36.1,48.8,23.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100402,83.2,4,36.3,49,23.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100403,84,4,36.5,49.2,23.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100404,84.8,4,36.8,49.4,24.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100405,85.5,4,37,49.7,24.3
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100406,86.2,4,37.2,49.9,24.5
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100407,87,4,37.4,50.2,24.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100408,87.7,4,37.7,50.4,24.9
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100409,88.5,4,37.9,50.7,25.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100410,89.3,4,38.2,51,25.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100411,90,4,38.5,51.2,25.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100412,90.7,4,38.7,51.5,25.9
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100413,91.4,4,39,51.8,26.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100414,92.1,4,39.3,52.1,26.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100415,92.8,4,39.6,52.4,26.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100416,93.5,4,39.8,52.7,27
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100417,94.2,4,40.1,53.1,27.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100418,94.8,4,40.4,53.4,27.5
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100419,95.5,4,40.8,53.7,27.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100420,96.1,4,41.1,54,28.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100421,96.8,4,41.4,54.4,28.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100422,97.4,4,41.7,54.7,28.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100423,98,4,42,55.1,29
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100424,98.6,4,42.4,55.4,29.3
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100425,99.2,4,42.7,55.8,29.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100426,99.7,4,43,56.1,29.9
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100427,100.3,4,43.3,56.5,30.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100428,100.8,4,43.7,56.9,30.5
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100429,101.4,4,44,57.2,30.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100430,102,4,44.4,57.6,31.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100501,102.5,4,44.7,57.9,31.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100502,103,4,45,58.3,31.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100503,103.6,4,45.3,58.7,32
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100504,104.1,4,45.7,59,32.3
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100505,104.6,3,46,59.4,32.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100506,105.1,3,46.3,59.7,32.9
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100507,105.5,3,46.6,60.1,33.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100508,105.9,3,47,60.5,33.5
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100509,106.3,3,47.3,60.8,33.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100510,106.7,3,47.6,61.2,34
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100511,107,3,47.9,61.5,34.3
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100512,107.4,3,48.2,61.8,34.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100513,107.7,3,48.5,62.2,34.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100514,107.9,3,48.8,62.5,35.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100515,108.2,3,49.1,62.9,35.3
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100516,108.4,2,49.4,63.2,35.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100517,108.7,2,49.7,63.5,35.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100518,108.9,2,49.9,63.8,36
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100519,109.1,2,50.2,64.2,36.3
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100520,109.2,2,50.5,64.5,36.5
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100521,109.4,2,50.8,64.8,36.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100522,109.5,2,51,65.1,36.9
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100523,109.6,1,51.3,65.5,37.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100524,109.7,1,51.6,65.8,37.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100525,109.9,1,51.8,66.1,37.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100526,110,1,52.1,66.4,37.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100527,110.1,1,52.4,66.7,38
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100528,110.2,1,52.6,67,38.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100529,110.3,1,52.9,67.3,38.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100530,110.3,1,53.1,67.7,38.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100531,110.4,1,53.4,68,38.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100601,110.5,-9999,53.7,68.3,39
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100602,110.5,-9999,53.9,68.6,39.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100603,110.6,0,54.2,68.9,39.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100604,110.6,0,54.4,69.2,39.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100605,110.6,0,54.7,69.6,39.9
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100606,110.7,0,55,69.9,40.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100607,110.7,0,55.2,70.2,40.3
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100608,110.8,0,55.5,70.5,40.5
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100609,110.8,0,55.8,70.8,40.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100610,110.8,0,56.1,71.2,41
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100611,110.9,0,56.3,71.5,41.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100612,110.9,0,56.6,71.8,41.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100613,111,0,56.9,72.1,41.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100614,111,0,57.2,72.4,41.9
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100615,111,0,57.4,72.7,42.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100616,111.1,0,57.7,73.1,42.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100617,111.1,0,58,73.4,42.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100618,111.1,0,58.3,73.7,42.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100619,111.2,0,58.5,74,43.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100620,111.2,0,58.8,74.3,43.3
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100621,111.2,0,59.1,74.6,43.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100622,111.2,0,59.3,74.9,43.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100623,111.3,0,59.6,75.1,44.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100624,111.3,0,59.9,75.4,44.3
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100625,111.3,0,60.1,75.7,44.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100626,111.3,0,60.4,76,44.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100627,111.3,0,60.6,76.2,45
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100628,111.3,0,60.9,76.5,45.3
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100629,111.3,0,61.1,76.7,45.5
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100630,111.3,0,61.3,76.9,45.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100701,111.3,0,61.5,77.1,45.9
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100702,111.3,0,61.7,77.3,46.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100703,111.3,0,61.9,77.5,46.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100704,111.3,0,62.1,77.7,46.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100705,111.3,0,62.3,77.9,46.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100706,111.3,0,62.5,78,47
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100707,111.3,0,62.7,78.2,47.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100708,111.3,0,62.8,78.3,47.3
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100709,111.3,0,62.9,78.4,47.5
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100710,111.3,0,63.1,78.5,47.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100711,111.3,0,63.2,78.6,47.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100712,111.3,0,63.3,78.7,48
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100713,111.3,0,63.4,78.7,48.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100714,111.3,0,63.5,78.8,48.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100715,111.3,0,63.6,78.8,48.3
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100716,111.3,0,63.6,78.8,48.5
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100717,111.3,0,63.7,78.9,48.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100718,111.3,0,63.8,78.9,48.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100719,111.3,0,63.8,78.9,48.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100720,111.3,0,63.8,78.8,48.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100721,111.3,0,63.8,78.8,48.9
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100722,111.3,0,63.8,78.8,48.9
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100723,111.3,0,63.8,78.7,49
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100724,111.3,0,63.8,78.7,49
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100725,111.3,0,63.8,78.6,49
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100726,111.3,0,63.8,78.5,49
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100727,111.3,0,63.8,78.5,49.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100728,111.3,0,63.7,78.4,49.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100729,111.3,0,63.7,78.3,49.1
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100730,111.3,0,63.6,78.2,49
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100731,111.3,0,63.6,78.1,49
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100801,111.3,0,63.5,78,49
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100802,111.3,0,63.4,77.9,49
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100803,111.3,0,63.4,77.8,48.9
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100804,111.3,0,63.3,77.7,48.9
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100805,111.3,0,63.2,77.6,48.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100806,111.3,0,63.1,77.4,48.8
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100807,111.3,0,63,77.3,48.7
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100808,111.3,0,62.9,77.2,48.6
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100809,111.3,0,62.8,77.1,48.5
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100810,111.3,0,62.7,76.9,48.4
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100811,111.3,0,62.6,76.8,48.3
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100812,111.3,0,62.4,76.7,48.2
GHCND:USC00050372,ASPEN 1 SW CO US,2455.5,39.188,-106.8361,20100813,111.3,0,62.3,76.5,48.1
